sample1,,0,1 mg mL,,EM-260 0,1,,EM-260 0,01,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
446,0.09658803791,446,0.01786032878,446,0.005738194566,446,0.00176319899,
445,0.09657500684,445,0.01744994521,445,0.005362110678,445,0.002108396264,
444,0.09674446285,444,0.01757564582,444,0.005790920928,444,0.001815938507,
443,0.09764187038,443,0.01781337336,443,0.005962206516,443,0.002221745206,
442,0.09757627547,442,0.01716165058,442,0.006005773321,442,0.002273759805,
441,0.09859992564,441,0.01734777354,441,0.005985117983,441,0.001876145718,
440,0.09832406044,440,0.01727840491,440,0.005926805083,440,0.002022617497,
439,0.09948603809,439,0.01774549484,439,0.00591032533,439,0.001897256705,
438,0.09890891612,438,0.01705618203,438,0.005725000985,438,0.002311857417,
437,0.09897891432,437,0.01697988994,437,0.006118673831,437,0.001979032066,
436,0.09864280373,436,0.01684039459,436,0.006311783101,436,0.002035568934,
435,0.09870385379,435,0.01680057123,435,0.006368703209,435,0.002235249151,
434,0.09828841686,434,0.01627880894,434,0.006144035142,434,0.001853112131,
433,0.09844107181,433,0.01686730608,433,0.006533095147,433,0.00184952456,
432,0.0981112197,432,0.01634500548,432,0.006407319102,432,0.001890158863,
431,0.09821181744,431,0.01645737328,431,0.006594958715,431,0.002119763754,
430,0.09760478884,430,0.01647759229,430,0.006543527823,430,0.002069952432,
429,0.09857212007,429,0.01616812497,429,0.006204504054,429,0.002012318699,
428,0.09870359302,428,0.01617650874,428,0.00682840636,428,0.002362945816,
427,0.09887774289,427,0.01608135179,427,0.006901226472,427,0.002409745241,
426,0.09881157428,426,0.01617151126,426,0.006722103804,426,0.002003892791,
425,0.09984472394,425,0.01615880243,425,0.006920347456,425,0.001731308876,
424,0.09966129065,424,0.01599690318,424,0.007215105928,424,0.002122495091,
423,0.0994309634,423,0.0158780776,423,0.007084290963,423,0.002494064625,
422,0.1000406519,422,0.01629452966,422,0.006918453611,422,0.002339417813,
421,0.1005207598,421,0.01650297455,421,0.006758253556,421,0.002434708644,
420,0.09989394993,420,0.01622436382,420,0.006907775532,420,0.0020452959,
419,0.09932334721,419,0.01592477039,419,0.006564682815,419,0.001710102079,
418,0.09845062345,418,0.01580303721,418,0.007267590612,418,0.001738248044,
417,0.09838181734,417,0.01606101729,417,0.00715636462,417,0.002082333202,
416,0.09778486192,416,0.01590801589,416,0.006993788294,416,0.002115861746,
415,0.09830000997,415,0.01648071036,415,0.007769329473,415,0.00262264465,
414,0.09869127721,414,0.01659389399,414,0.008063874207,414,0.002583920723,
413,0.09801185131,413,0.01565372385,413,0.007847210392,413,0.002230175305,
412,0.09877995402,412,0.01637196541,412,0.008305632509,412,0.002672701608,
411,0.09893137962,411,0.0161659494,411,0.007792442106,411,0.002649157075,
410,0.1003733426,410,0.01624758169,410,0.008326346055,410,0.002520152368,
409,0.1001282036,409,0.01650848612,409,0.008298139088,409,0.002714064438,
408,0.1005679443,408,0.01646788605,408,0.008024714887,408,0.00254663243,
407,0.101002939,407,0.01632568054,407,0.008801070973,407,0.002275555162,
406,0.1012945324,406,0.01635957323,406,0.00848921109,406,0.003006632673,
405,0.1022428647,405,0.01620203443,405,0.009012211114,405,0.002744828351,
404,0.1021058261,404,0.01608011499,404,0.008792405948,404,0.002761839423,
403,0.1020864099,403,0.01609784551,403,0.009168697521,403,0.002825877862,
402,0.1025652811,402,0.01640693843,402,0.009212931618,402,0.00264324504,
401,0.103004545,401,0.01601546258,401,0.00928181503,401,0.003042839468,
400,0.1026807576,400,0.01602940261,400,0.008861434646,400,0.002706119791,
399,0.1031657308,399,0.01638422348,399,0.009445700794,399,0.003239645157,
398,0.1035640389,398,0.01637575589,398,0.009659140371,398,0.00304213562,
397,0.1039636359,397,0.01639637351,397,0.01003936306,397,0.002964434214,
396,0.1033581048,396,0.0164732635,396,0.01012814417,396,0.002779554576,
395,0.1039920151,395,0.01639903523,395,0.01025502943,395,0.003108249046,
394,0.1039498523,394,0.01660317183,394,0.01033643167,394,0.002850344172,
393,0.104541488,393,0.01665301062,393,0.01046393439,393,0.003195103025,
392,0.1046099216,392,0.0169804804,392,0.01051540766,392,0.003061817493,
391,0.1047911048,391,0.01757834107,391,0.01145423576,391,0.002929771319,
390,0.1057590395,390,0.01672674529,390,0.01093710121,390,0.002786406316,
389,0.1055928618,389,0.01707656309,389,0.01065394562,389,0.002394908341,
388,0.1065890864,388,0.01768199541,388,0.01162370201,388,0.003545094747,
387,0.1077025235,387,0.01797921397,387,0.011936225,387,0.003739673877,
386,0.107732214,386,0.01812941208,386,0.01205874234,386,0.003506236244,
385,0.1090694815,385,0.01769927889,385,0.01221401431,385,0.003280200996,
384,0.1092464477,384,0.01866634749,384,0.01226878446,384,0.003555168631,
383,0.1104059443,383,0.01901754364,383,0.01284043025,383,0.004209931474,
382,0.1104379892,382,0.01800053008,382,0.01220352482,382,0.003044142853,
381,0.1120774969,381,0.01955988444,381,0.01337227784,381,0.003990766127,
380,0.1123683378,380,0.0195445586,380,0.01395508181,380,0.003858359298,
379,0.112943992,379,0.01948463917,379,0.01348694973,379,0.003870895598,
378,0.1145159677,378,0.02064953372,378,0.01510334387,378,0.005049305037,
377,0.1152506247,377,0.01957859658,377,0.01427693944,377,0.003615591442,
376,0.1159852147,376,0.01943217404,376,0.01382786036,376,0.0030500344,
375,0.1193201914,375,0.02100562491,375,0.01530545112,375,0.004502567928,
374,0.1209209636,374,0.0214680396,374,0.01605870761,374,0.004624522757,
373,0.1229965314,373,0.02118609101,373,0.0158794187,373,0.003897066228,
372,0.1226013228,372,0.02219389938,372,0.0169878304,372,0.005066039972,
371,0.1240859553,371,0.02247219719,371,0.01718949713,371,0.005152632017,
370,0.1262141317,370,0.02168004215,370,0.01656135358,370,0.005454659462,
369,0.1280270219,369,0.02284361795,369,0.01848171279,369,0.005937616806,
368,0.13295044,368,0.02267413586,368,0.01738177426,368,0.005308703054,
367,0.134024024,367,0.02229076065,367,0.01814293303,367,0.005291329697,
366,0.136832118,366,0.0228211917,366,0.01889469661,366,0.00560037652,
365,0.138831988,365,0.02386455797,365,0.01880461909,365,0.005819752347,
364,0.141872108,364,0.02314398251,364,0.01864827052,364,0.005929245614,
363,0.1449532509,363,0.02617332153,363,0.01965190656,363,0.006700573023,
362,0.1464589834,362,0.02428482845,362,0.02056563273,362,0.006105993874,
361,0.1498337537,361,0.0257300958,361,0.02093553543,361,0.005502134096,
360,0.1536409706,360,0.02704539709,360,0.02224364877,360,0.007040431723,
359,0.1558205634,359,0.02680539899,359,0.02166243829,359,0.005866768304,
358,0.1588953584,358,0.02714103088,358,0.02150146663,358,0.005534407217,
357,0.1654473692,357,0.02765761502,357,0.02384932525,357,0.007042773068,
356,0.164428249,356,0.02717558667,356,0.01926426031,356,0.005904605146,
355,0.1695294231,355,0.02862383239,355,0.02140513621,355,0.006271967199,
354,0.1737767756,354,0.03055376746,354,0.02340999432,354,0.006908538286,
353,0.1775210649,353,0.0328797549,353,0.02370768972,353,0.007135233376,
352,0.178979218,352,0.02671669424,352,0.02088471316,352,0.001262895297,
351,0.1861535013,351,0.03328559548,351,0.02437563986,351,0.01008630823,
350,0.1880502105,350,0.03115727007,350,0.02588395961,350,0.004293476697,
349,0.1965566128,349,0.03561244532,349,0.02838973142,349,0.007504533976,
348,0.2261454612,348,0.03360756114,348,0.02545714378,348,0.006274698768,
347,0.2306203842,347,0.03508660197,347,0.02654096112,347,0.007794102188,
346,0.2354518026,346,0.03597019985,346,0.02647244744,346,0.007293177303,
345,0.237377733,345,0.03591828793,345,0.02733660862,345,0.007185549941,
344,0.2419385314,344,0.03717946261,344,0.02818144299,344,0.007832924835,
343,0.2452990115,343,0.03742015734,343,0.02816282585,343,0.007523365319,
342,0.2495849282,342,0.03866419941,342,0.02846962959,342,0.007867269218,
341,0.2529058158,341,0.03800110519,341,0.02823340148,341,0.006810025778,
340,0.2572187781,340,0.04035783187,340,0.03001766838,340,0.008097788319,
339,0.2604211867,339,0.03976169601,339,0.02937231399,339,0.007854590192,
338,0.2633484006,338,0.04042087123,338,0.03040795773,338,0.007561821025,
337,0.2667629719,337,0.04081726819,337,0.02984844148,337,0.007035301533,
336,0.2706593871,336,0.04159913212,336,0.03185776249,336,0.008246690966,
335,0.2740009725,335,0.04258419946,335,0.03126179799,335,0.007614110596,
334,0.2774706185,334,0.04400107265,334,0.03231654689,334,0.008914647624,
333,0.2803687155,333,0.04363641515,333,0.03253765404,333,0.008823445067,
332,0.2828198969,332,0.04460695758,332,0.03216833249,332,0.008446238935,
331,0.2855684459,331,0.04483205825,331,0.03326446563,331,0.009073081426,
330,0.2878888845,330,0.0457072556,330,0.03441439569,330,0.009547776543,
329,0.2892814577,329,0.04597024992,329,0.0338976644,329,0.008105832152,
328,0.292555064,328,0.04727078229,328,0.0357994251,328,0.008980550803,
327,0.2945488095,327,0.04689143598,327,0.03621787578,327,0.009558255784,
326,0.2977784574,326,0.04710964486,326,0.03651468456,326,0.009180938825,
325,0.2998404205,325,0.04844193161,325,0.03818165138,325,0.01044951007,
324,0.3023260832,324,0.04844962806,324,0.03859838843,324,0.01021736767,
323,0.3032763898,323,0.04875636846,323,0.03991502523,323,0.009786232375,
322,0.3047148585,322,0.04941377044,322,0.04015743732,322,0.01018826943,
321,0.3067244589,321,0.04952812195,321,0.04218687117,321,0.01134570595,
320,0.3088159561,320,0.05004152283,320,0.04299095273,320,0.01092802268,
319,0.3117370307,319,0.05109963566,319,0.045203235,319,0.01225871872,
318,0.3133426309,318,0.051525902,318,0.04650218785,318,0.01320372894,
317,0.3149450719,317,0.05180548131,317,0.04847092927,317,0.01345522795,
316,0.3167082667,316,0.05129658058,316,0.04932119325,316,0.01258662157,
315,0.3191466331,315,0.05137623101,315,0.05185252801,315,0.01349720359,
314,0.3211393952,314,0.05075024441,314,0.05325547233,314,0.01357820164,
313,0.3244225681,313,0.05162521824,313,0.05645146593,313,0.01542626694,
312,0.327570647,312,0.05229658633,312,0.05854963884,312,0.01617914066,
311,0.3299369514,311,0.05229518563,311,0.06162056699,311,0.01618910953,
310,0.3345140517,310,0.05458291247,310,0.06564884633,310,0.01752845012,
309,0.3372344077,309,0.05443664268,309,0.06758181751,309,0.01819842868,
308,0.3427517712,308,0.05374988914,308,0.0718633309,308,0.01937075518,
307,0.3467667401,307,0.05538036302,307,0.07449398935,307,0.0196427796,
306,0.351867944,306,0.05574318394,306,0.07913926244,306,0.02079919167,
305,0.3573317528,305,0.05715065449,305,0.08364044875,305,0.02205380984,
304,0.3624379337,304,0.05774602666,304,0.08845840394,304,0.02334003523,
303,0.3697324991,303,0.05862683803,303,0.09316641092,303,0.02454370633,
302,0.378082186,302,0.06053858995,302,0.09942920506,302,0.0265730191,
301,0.3871965706,301,0.0615131557,301,0.1059840173,301,0.02799815871,
300,0.3960338533,300,0.06374284625,300,0.1121656299,300,0.02986624278,
299,0.4071812928,299,0.06500054896,299,0.1192920804,299,0.0320292227,
298,0.4187145531,298,0.0667521283,298,0.1267020404,298,0.0327199623,
297,0.4344188869,297,0.06957684457,297,0.1367874593,297,0.03640511259,
296,0.4517900646,296,0.07249792665,296,0.1471174955,296,0.0384288393,
295,0.4712165892,295,0.07557554543,295,0.1583141983,295,0.04169286788,
294,0.4948647916,294,0.08084326982,294,0.1718404591,294,0.04613735899,
293,0.5201078057,293,0.08459962159,293,0.1853277087,293,0.04912824556,
292,0.5493676662,292,0.09011374414,292,0.2007180154,292,0.05344428867,
291,0.5823376179,291,0.09631474316,291,0.2183806896,291,0.05837955326,
290,0.6182766557,290,0.1023542881,290,0.2375245094,290,0.06364329904,
289,0.655962646,289,0.1087475568,289,0.2579213977,289,0.06905128062,
288,0.6983696222,288,0.1161486804,288,0.2802496552,288,0.07579894364,
287,0.7408559918,287,0.1243616566,287,0.3034756184,287,0.08269476146,
286,0.7867236137,286,0.1321381181,286,0.3279543817,286,0.08978687227,
285,0.8319458365,285,0.1400729269,285,0.3535457253,285,0.09750605375,
284,0.8778329492,284,0.1480605602,284,0.3782012761,284,0.1041515544,
283,0.9245023131,283,0.1569691002,283,0.4049611092,283,0.1111606285,
282,0.9739784002,282,0.1651812047,282,0.4331353307,282,0.1181878224,
281,1.027505398,281,0.1751446128,281,0.4637519419,281,0.1272656173,
280,1.086005211,280,0.1851862967,280,0.4967582226,280,0.1358172596,
279,1.154902101,279,0.1975122988,279,0.5363920331,279,0.1466972977,
278,1.234055877,278,0.2122606337,278,0.5815724134,278,0.159158662,
277,1.329890609,277,0.2291774452,277,0.6361045241,277,0.1744015217,
276,1.436372042,276,0.2484749556,276,0.6991135478,276,0.1915217489,
275,1.543677211,275,0.2682681978,275,0.7661304474,275,0.2092928588,
274,1.627957463,274,0.2808792293,274,0.8200594783,274,0.2232707292,
273,1.658520222,273,0.2866995037,273,0.8444393873,273,0.2287706733,
272,1.658367038,272,0.2863474488,272,0.8509143591,272,0.2312556207,
271,1.671592832,271,0.2887345254,271,0.8615491986,271,0.2339612991,
270,1.716301918,270,0.2974801362,270,0.8933309913,270,0.2418202013,
269,1.796707034,269,0.3117980659,269,0.9438660741,269,0.2559710443,
268,1.888386011,268,0.32844612,268,1.002258778,268,0.2715538442,
267,1.959614873,267,0.3414480686,267,1.054777145,267,0.2850790024,
266,1.992011428,266,0.3465666175,266,1.08169651,266,0.2916123569,
265,1.989172101,265,0.3454007804,265,1.090086699,265,0.2944228053,
264,1.991037011,264,0.3465263247,264,1.099589825,264,0.2973821461,
263,2.017050266,263,0.351441592,263,1.124562383,263,0.3036281765,
262,2.071597815,262,0.3613840938,262,1.164670587,262,0.3148362339,
261,2.136580467,261,0.3732787073,261,1.212029815,261,0.3273766637,
260,2.189366102,260,0.3836162984,260,1.253761292,260,0.3380921483,
259,2.230082035,259,0.3906008601,259,1.288848042,259,0.3470349312,
258,2.262401581,258,0.3963622153,258,1.32227993,258,0.3563227057,
257,2.294309139,257,0.4045405388,257,1.360566497,257,0.3665830195,
256,2.34909606,256,0.4155666828,256,1.412199616,256,0.3798816204,
255,2.410965443,255,0.429454565,255,1.47091651,255,0.3958010077,
254,2.479703665,254,0.4431921244,254,1.532233477,254,0.4131395221,
253,2.545701504,253,0.457580477,253,1.593937516,253,0.4294781089,
252,2.604922771,252,0.4725582302,252,1.659919381,252,0.4469668269,
251,2.669313908,251,0.4866742194,251,1.733702898,251,0.466814518,
250,2.729526758,250,0.5063538551,250,1.813439727,250,0.4893496931,
249,2.809392214,249,0.5274770856,249,1.899104357,249,0.5133560896,
248,2.883328199,248,0.5527888536,248,1.994989514,248,0.5396416187,
247,2.953002214,247,0.5793805718,247,2.100615978,247,0.5691176057,
246,3.018071651,246,0.6093288064,246,2.208491325,246,0.598624289,
245,3.074390173,245,0.6445116401,245,2.321595192,245,0.6319573522,
244,3.11948061,244,0.6851397753,244,2.444995403,244,0.6675841808,
243,3.14265275,243,0.7279222012,243,2.567939043,243,0.7049915195,
242,3.157211065,242,0.7733257413,242,2.691037655,242,0.7424784303,
241,3.1574471,241,0.8188526034,241,2.807050467,241,0.7810686231,
240,3.145470381,240,0.8621971011,240,2.916814327,240,0.8182849288,
239,3.123977184,239,0.9055725932,239,3.008658648,239,0.8545132875,
238,3.107425451,238,0.9434075356,238,3.092121601,238,0.8891280293,
237,3.052292347,237,0.9777446389,237,3.159224272,237,0.9232488275,
236,3.018559456,236,1.01007545,236,3.181614399,236,0.9532339573,
235,2.954520941,235,1.037507057,235,3.203387499,235,0.9841595292,
234,2.882809401,234,1.061757207,234,3.177224398,234,1.009553909,
233,2.781623602,233,1.084568024,233,3.132086515,233,1.03481257,
232,2.664548635,232,1.100300312,232,3.045839548,232,1.057994604,
231,2.505003452,231,1.115212798,231,2.925677776,231,1.075441122,
230,2.32784152,230,1.124119639,230,2.743822813,230,1.093476415,
229,2.093062878,229,1.131071091,229,2.516556263,229,1.100420237,
228,1.825363874,228,1.124612689,228,2.241877317,228,1.103643179,
227,1.507750869,227,1.114245296,227,1.952587008,227,1.089197993,
226,1.169922948,226,1.074959278,226,1.632181168,226,1.0349648,
225,0.8754395247,225,1.018866777,225,1.322175264,225,0.9596688747,
224,0.6482254267,224,0.9332002997,224,1.105362058,224,0.8589117527,
223,0.5171136856,223,0.9514631629,223,0.9572523236,223,0.8263343573,
222,0.3912268281,222,0.8958370686,222,0.8139144182,222,0.7766891122,
221,0.2897110879,221,0.8484523892,221,0.7405824065,221,0.7541663051,
220,0.2005373538,220,0.7744600177,220,0.5816896558,220,0.698321104,
219,0.08377115428,219,0.7256696224,219,0.5119844675,219,0.6688981652,
218,-0.01693624072,218,0.7112683058,218,0.3825139403,218,0.6087872386,
217,-0.09159275889,217,0.7173754573,217,0.3035919368,217,0.5457413793,
216,-0.1461968869,216,0.6122557521,216,0.2398368269,216,0.4765456617,
215,-0.2681615055,215,0.5350848436,215,0.0899984464,215,0.3804742396,
214,-0.3373191357,214,0.5790216923,214,0.02603073232,214,0.3644411266,
213,-0.3846687376,213,0.5226583481,213,-0.02341655642,213,0.3237133622,
212,-0.3576591909,212,0.4168206155,212,-0.006499699317,212,0.3199703097,
211,-0.4576302469,211,0.4056471586,211,-0.1152446046,211,0.2532760203,
210,-0.5259692669,210,0.3246999085,210,-0.2042274624,210,0.2091951668,
209,-0.5179687142,209,0.2687233388,209,-0.1775961369,209,0.2708114386,
208,-0.581272006,208,0.3523310423,208,-0.2720008194,208,0.130390361,
207,-0.6299126148,207,0.3944548666,207,-0.2831215858,207,0.129093647,
206,-0.5661446452,206,0.3133379519,206,-0.1860311329,206,0.1206957996,
205,-0.646045804,205,0.2123314887,205,-0.2998344004,205,0.02600093931,
204,-0.6551843286,204,0.3126765788,204,-0.2756900489,204,0.07847995311,
203,-0.6196140051,203,0.3295018375,203,-0.3406400979,203,0.1740767062,
202,-0.7663587928,202,0.1787949502,202,-0.4003881216,202,-0.01363898721,
201,-0.6046132445,201,0.7144576907,201,-0.2261315435,201,0.3364106715,
200,-0.8182591796,200,10,200,-0.3763594925,200,0.7476915717,

